Decade,Year,IssueDate,Song,Artist,Lyrics
1950,1952,July,"""Peso sobre peso""",Chava Flores,"Peso Sobre Peso 
¡OYE bartola!
Hay te dejo estos dos pesos,
Pagas la renta,
El teléfono y la luz.
De lo que sobre,
Coge de ahí para tu gasto,
Guárdame el resto,
Pa' comprarme mi alicur.
El dinero que yo gano,
Toditito te lo doy,
Te doy peso sobre peso,
Siempre hasta llegar a dos.
Tu no aprecias mis centavos,
Y los gastas que da horror,
Yo por eso no soy rico,
Por ser despilfarrador.
¡Mira bartola!,
Hay te dejo estos dos pesos,
Pagas la renta,
El teléfono y la luz.
De lo que sobre,
Coge de ahí para tu gasto,
Guárdame el resto,
Pa' comprarme mi alicur.
Si te alcanza pa' la criada,
Pos le pagas de un jalón,
Tienes peso sobre peso,
Aunque no pasen de dos.
Guárdate algo pa' mañana,
Que hay que ser conservador,
Ya verás como te ahorras,
Pa' un abrigo de bisón
Pedro Infante
¡Pobre Bartola!"
1950,1952,August,"""Peso sobre peso""",Chava Flores,"Peso Sobre Peso 
¡OYE bartola!
Hay te dejo estos dos pesos,
Pagas la renta,
El teléfono y la luz.
De lo que sobre,
Coge de ahí para tu gasto,
Guárdame el resto,
Pa' comprarme mi alicur.
El dinero que yo gano,
Toditito te lo doy,
Te doy peso sobre peso,
Siempre hasta llegar a dos.
Tu no aprecias mis centavos,
Y los gastas que da horror,
Yo por eso no soy rico,
Por ser despilfarrador.
¡Mira bartola!,
Hay te dejo estos dos pesos,
Pagas la renta,
El teléfono y la luz.
De lo que sobre,
Coge de ahí para tu gasto,
Guárdame el resto,
Pa' comprarme mi alicur.
Si te alcanza pa' la criada,
Pos le pagas de un jalón,
Tienes peso sobre peso,
Aunque no pasen de dos.
Guárdate algo pa' mañana,
Que hay que ser conservador,
Ya verás como te ahorras,
Pa' un abrigo de bisón
Pedro Infante
¡Pobre Bartola!"
1950,1952,September,"""Pénjamo""",Rubén Méndez,"Arre mulas no se me queden!
Mire pues chula
Ya se devisa mi pueblo
Ya vamos llegando a Pénjamo
Ya brillan allá sus cúpulas,
De Corralejo parece un espejo
Mi lindo Pénjamo.
Sus torres cuatas
Son dos alcayatas,
Prendidas al sol.
Su gran variedad de pájaros
Que silban de puro júbilo,
Y ese paseo Churipitzeo
Que tiene Pénjamo.
Parece un suspiro
Que allá en Guangüitiro
Se vuelve canción.
(Pues fíjese nomás mire)
Que yo parecía de Pénjamo,
Me dijo una de Cuerámaro
(Pos ora pos mire señora)
Que soy de Pénjamo...
Lo habrá notado
Por lo atravesado
Que somo allá pues.
Arre mulas no se me queden!
Acérquese chula acerquese.
Al cabo por todo México
Hay muchos que son de Pénjamo,
Si una muchacha te mira y se agacha
Es que es de pénjamo,
O si te mira y ya luego suspira
También es de allá.
Si un hombre por una pérfida
Se mata por otro prójimo,
Si es decidido y muy atrevido
Pos es que es de Pénjamo.
Si a quemaropa te invitan la copa
Pues ya ni que hablar.
Hágase para acá chula pues...
Si quiere vivir en Pénjamo
Mi tierra feliz y cálida,
Ora hágase pa′ca pues...
Deme un besito que sienta bonito
Y aquí está Pénjamo,
Con sus rincones sus bellas canciones
Que le hablan de amor.
Ya llegamos pues."
1950,1952,October,"""Pénjamo""",Rubén Méndez,"Arre mulas no se me queden!
Mire pues chula
Ya se devisa mi pueblo
Ya vamos llegando a Pénjamo
Ya brillan allá sus cúpulas,
De Corralejo parece un espejo
Mi lindo Pénjamo.
Sus torres cuatas
Son dos alcayatas,
Prendidas al sol.
Su gran variedad de pájaros
Que silban de puro júbilo,
Y ese paseo Churipitzeo
Que tiene Pénjamo.
Parece un suspiro
Que allá en Guangüitiro
Se vuelve canción.
(Pues fíjese nomás mire)
Que yo parecía de Pénjamo,
Me dijo una de Cuerámaro
(Pos ora pos mire señora)
Que soy de Pénjamo...
Lo habrá notado
Por lo atravesado
Que somo allá pues.
Arre mulas no se me queden!
Acérquese chula acerquese.
Al cabo por todo México
Hay muchos que son de Pénjamo,
Si una muchacha te mira y se agacha
Es que es de pénjamo,
O si te mira y ya luego suspira
También es de allá.
Si un hombre por una pérfida
Se mata por otro prójimo,
Si es decidido y muy atrevido
Pos es que es de Pénjamo.
Si a quemaropa te invitan la copa
Pues ya ni que hablar.
Hágase para acá chula pues...
Si quiere vivir en Pénjamo
Mi tierra feliz y cálida,
Ora hágase pa′ca pues...
Deme un besito que sienta bonito
Y aquí está Pénjamo,
Con sus rincones sus bellas canciones
Que le hablan de amor.
Ya llegamos pues."
1950,1952,November,"""Pénjamo""",Rubén Méndez,"Arre mulas no se me queden!
Mire pues chula
Ya se devisa mi pueblo
Ya vamos llegando a Pénjamo
Ya brillan allá sus cúpulas,
De Corralejo parece un espejo
Mi lindo Pénjamo.
Sus torres cuatas
Son dos alcayatas,
Prendidas al sol.
Su gran variedad de pájaros
Que silban de puro júbilo,
Y ese paseo Churipitzeo
Que tiene Pénjamo.
Parece un suspiro
Que allá en Guangüitiro
Se vuelve canción.
(Pues fíjese nomás mire)
Que yo parecía de Pénjamo,
Me dijo una de Cuerámaro
(Pos ora pos mire señora)
Que soy de Pénjamo...
Lo habrá notado
Por lo atravesado
Que somo allá pues.
Arre mulas no se me queden!
Acérquese chula acerquese.
Al cabo por todo México
Hay muchos que son de Pénjamo,
Si una muchacha te mira y se agacha
Es que es de pénjamo,
O si te mira y ya luego suspira
También es de allá.
Si un hombre por una pérfida
Se mata por otro prójimo,
Si es decidido y muy atrevido
Pos es que es de Pénjamo.
Si a quemaropa te invitan la copa
Pues ya ni que hablar.
Hágase para acá chula pues...
Si quiere vivir en Pénjamo
Mi tierra feliz y cálida,
Ora hágase pa′ca pues...
Deme un besito que sienta bonito
Y aquí está Pénjamo,
Con sus rincones sus bellas canciones
Que le hablan de amor.
Ya llegamos pues."
1950,1952,December,"""Tu recuerdo y yo""",José Alfredo Jiménez,"Estoy en el rincón de una cantina
Oyendo una canción que yo pedí
Me están sirviendo ahorita mi tequila
Ya va mi pensamiento rumbo a ti
Yo se que tu recuerdo es mi desgracia
Y vengo aquí nomas a recordar
Que amargas son las cosas que nos pasan
Cuando hay una mujer que paga mal
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción
Me están sirviendo ya la del estribo
Ahorita, ya no se si tengo fe
Ahorita, solamente ya les pido
Que toque otra vez ""La que se fue""
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción"
1950,1953,January,"""Tu recuerdo y yo""",José Alfredo Jiménez,"Estoy en el rincón de una cantina
Oyendo una canción que yo pedí
Me están sirviendo ahorita mi tequila
Ya va mi pensamiento rumbo a ti
Yo se que tu recuerdo es mi desgracia
Y vengo aquí nomas a recordar
Que amargas son las cosas que nos pasan
Cuando hay una mujer que paga mal
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción
Me están sirviendo ya la del estribo
Ahorita, ya no se si tengo fe
Ahorita, solamente ya les pido
Que toque otra vez ""La que se fue""
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción"
1950,1953,February,"""Tu recuerdo y yo""",José Alfredo Jiménez,"Estoy en el rincón de una cantina
Oyendo una canción que yo pedí
Me están sirviendo ahorita mi tequila
Ya va mi pensamiento rumbo a ti
Yo se que tu recuerdo es mi desgracia
Y vengo aquí nomas a recordar
Que amargas son las cosas que nos pasan
Cuando hay una mujer que paga mal
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción
Me están sirviendo ya la del estribo
Ahorita, ya no se si tengo fe
Ahorita, solamente ya les pido
Que toque otra vez ""La que se fue""
Quien no sabe en esta vida, la traición tan conocida
Que nos deja un mal amor
Quien no llega a la cantina
Exigiendo su tequila y exigiendo su canción"
1950,1953,March,"""Piel canela""",Bobby Capó,"Que se quede el infinito sin estrellas
O que pierda el ancho mar su inmensidad
Pero el negro de tus ojos que no muera
Y el canela de tu piel se quede igual
Si perdiera el arcoíris su belleza
Y las flores su perfume y su color
No sería tan inmensa mi tristeza
Como aquella de quedarme sin tu amor
Me importas tú y tú y tú y solamente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú
Ojos negros piel canela que me llegan a desesperar
Me importas tú y tú y tú y solamente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú
Ojos negros piel canela que me llegan a desesperar
Me importas tú y tú y tú y solmente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú"
1950,1953,April,"""Piel canela""",Bobby Capó,"Que se quede el infinito sin estrellas
O que pierda el ancho mar su inmensidad
Pero el negro de tus ojos que no muera
Y el canela de tu piel se quede igual
Si perdiera el arcoíris su belleza
Y las flores su perfume y su color
No sería tan inmensa mi tristeza
Como aquella de quedarme sin tu amor
Me importas tú y tú y tú y solamente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú
Ojos negros piel canela que me llegan a desesperar
Me importas tú y tú y tú y solamente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú
Ojos negros piel canela que me llegan a desesperar
Me importas tú y tú y tú y solmente tú y tú y tú
Me importas tú y tú y tú y nadie más que tú"
1950,1953,May,"""El jinete""",José Alfredo Jiménez,"Por la lejana montaña
Va cabalgando un jinete
Vaga solito en el mundo
Y va deseando la muerte
Lleva en el pecho una herida
Va con su alma destrozada
Quisiera perder la vida
Y reunirse con su amada
La quería mas que a su vida
Y la perdió para siempre
Por eso lleva una herida
Por eso busca la muerte
Con su guitarra cantando
Se pasa noches enteras
Hombre y guitarra llorando
A la luz de las estrellas
Después se pierde en la noche
Y aunque la noche es muy bella
El va pidiéndole a dios
Que se lo lleve con ella
La quería mas que a su vida
Y la perdió para siempre
Por eso lleva una herida
Por eso busca la muerte"
1950,1953,June,"""El jinete""",José Alfredo Jiménez,"Por la lejana montaña
Va cabalgando un jinete
Vaga solito en el mundo
Y va deseando la muerte
Lleva en el pecho una herida
Va con su alma destrozada
Quisiera perder la vida
Y reunirse con su amada
La quería mas que a su vida
Y la perdió para siempre
Por eso lleva una herida
Por eso busca la muerte
Con su guitarra cantando
Se pasa noches enteras
Hombre y guitarra llorando
A la luz de las estrellas
Después se pierde en la noche
Y aunque la noche es muy bella
El va pidiéndole a dios
Que se lo lleve con ella
La quería mas que a su vida
Y la perdió para siempre
Por eso lleva una herida
Por eso busca la muerte"
1950,1953,July,"""Anna (El Negro Zumbón)""",R. Vatro,"Ya viene el negro zumbon
Bailando alegre el baion
Repica la zambomba
Y llama a la mujer
Ya viene el negro zumbon
Bailando alegre el baion
Repica la zambomba
Y llama a la mujer
Tengo gana de bailar el nuevo compás
Dicen todos cuando me ven pasar
¿Chica, dónde vas?
¡Me voy a bailar, el baión!
Tengo gana de bailar el nuevo compás
Dicen todos cuando me ven pasar
¿Chica, dónde vas?
¡Me voy a bailar, el baión!
Ya viene el negro zumbon
Bailando alegre el baion
Repica la zambomba
Y llama a la mujer
Ya viene el negro zumbon
Bailando alegre el baion
Repica la zambomba
Y llama a la mujer
Tengo gana de bailar el nuevo compás
Dicen todos cuando me ven pasar
¿Chica, dónde vas?
¡Me voy a bailar, el baión!
Tengo gana de bailar el nuevo compás
Dicen todos cuando me ven pasar
¿Chica, dónde vas?
¡Me voy a bailar, el baión!"
1950,1953,August,"""Candilejas""",Charles Chaplin,"Nadie te ha querido como yo 
Nadie te ha ofrecido tanto amor 
Nadie te ha enseñando de la vida más que yo 
Nadie, mi amor, buscó tu amor con tanto amor 
Un atardecer llegaste a mi 
Como primavera a mi jardín 
A la luz de candilejas yo me enamoré 
Era tu amor tal como yo lo imaginé. 
Cada vez que te miraba no podía ver 
En tu mirar, que tanto amor iba a perder 
Y hoy te vas de mi para olvidar 
Qué será de ti, a dónde irás 
Más que yo nadie, mi amor 
Busco tu amor con tanto amor 
Y aunque sé que nunca volverás 
Yo te esperaré una eternidad 
Y si algunas vez te acuerdas 
Y quieres volver 
Aquí estaré, aquí mi amor 
Igual que ayer."
1950,1953,September,"""Candilejas""",Charles Chaplin,"Nadie te ha querido como yo 
Nadie te ha ofrecido tanto amor 
Nadie te ha enseñando de la vida más que yo 
Nadie, mi amor, buscó tu amor con tanto amor 
Un atardecer llegaste a mi 
Como primavera a mi jardín 
A la luz de candilejas yo me enamoré 
Era tu amor tal como yo lo imaginé. 
Cada vez que te miraba no podía ver 
En tu mirar, que tanto amor iba a perder 
Y hoy te vas de mi para olvidar 
Qué será de ti, a dónde irás 
Más que yo nadie, mi amor 
Busco tu amor con tanto amor 
Y aunque sé que nunca volverás 
Yo te esperaré una eternidad 
Y si algunas vez te acuerdas 
Y quieres volver 
Aquí estaré, aquí mi amor 
Igual que ayer."
1950,1953,October,"""Candilejas""",Charles Chaplin,"Nadie te ha querido como yo 
Nadie te ha ofrecido tanto amor 
Nadie te ha enseñando de la vida más que yo 
Nadie, mi amor, buscó tu amor con tanto amor 
Un atardecer llegaste a mi 
Como primavera a mi jardín 
A la luz de candilejas yo me enamoré 
Era tu amor tal como yo lo imaginé. 
Cada vez que te miraba no podía ver 
En tu mirar, que tanto amor iba a perder 
Y hoy te vas de mi para olvidar 
Qué será de ti, a dónde irás 
Más que yo nadie, mi amor 
Busco tu amor con tanto amor 
Y aunque sé que nunca volverás 
Yo te esperaré una eternidad 
Y si algunas vez te acuerdas 
Y quieres volver 
Aquí estaré, aquí mi amor 
Igual que ayer."
1950,1953,November,"""Vaya con Dios""","Larry Russell, Inez James & Buddy Pepper","El momento ya llegó de separarnos. 
En silencio y el corazón dice y suspira: 
Vaya con Dios, mi vida.
Vaya con Dios, mi amor. 
Las campanas de la iglesia suenan tristes, 
Y parece que al sonar también te dicen
Vaya con Dios, mi vida. 
Vaya con Dios, mi amor. 
Adónde vayas tú yo iré contigo. 
En sueños junto a ti siempre estaré. 
Mi voz escucharás, dulce amor mío. 
Pensando como yo estarás volvernos siempre a ver. 
La alborada al despertar te dice
Espera. 
Sin tu corazón yo voy adónde quieras. 
Vaya con Dios, mi vida. 
Vaya con Dios, mi amor. 
¡Vaya con Dios, mi vida! 
¡Vaya con Dios, mi amor!"
1950,1953,December,"""Ruega por nosotros""",Alberto Cervantes & Rubén Fuentes,"Señor, eterno Dios
Ante tu altar hoy vengo suplicante
A rogar por el alma de mi amada
Que la muerte tan cruel me arrebatara
Yo sé que tu poder es infinito
Que eres igual con pobres y con ricos
Y es por eso que en ti busco el consuelo
Para este corazón que está marchito
Si estoy dormido la sueño
Si estoy despierto la miro
Y por donde quiera que ando
Su recuerdo va conmigo
Llorando paso las noches
Paso las noches llorando
Para mí el sol no brilla
Entre sombras voy vagando
Señor, eterno Dios
Ante tu altar estoy aquí de hinojos
Ella se fue y yo quiero morirme
Perdonamos Señor y ruega por nosotros."
1950,1954,January,"""Ruega por nosotros""",Alberto Cervantes & Rubén Fuentes,"Señor, eterno Dios
Ante tu altar hoy vengo suplicante
A rogar por el alma de mi amada
Que la muerte tan cruel me arrebatara
Yo sé que tu poder es infinito
Que eres igual con pobres y con ricos
Y es por eso que en ti busco el consuelo
Para este corazón que está marchito
Si estoy dormido la sueño
Si estoy despierto la miro
Y por donde quiera que ando
Su recuerdo va conmigo
Llorando paso las noches
Paso las noches llorando
Para mí el sol no brilla
Entre sombras voy vagando
Señor, eterno Dios
Ante tu altar estoy aquí de hinojos
Ella se fue y yo quiero morirme
Perdonamos Señor y ruega por nosotros."
1950,1954,February,"""Ruega por nosotros""",Alberto Cervantes & Rubén Fuentes,"Señor, eterno Dios
Ante tu altar hoy vengo suplicante
A rogar por el alma de mi amada
Que la muerte tan cruel me arrebatara
Yo sé que tu poder es infinito
Que eres igual con pobres y con ricos
Y es por eso que en ti busco el consuelo
Para este corazón que está marchito
Si estoy dormido la sueño
Si estoy despierto la miro
Y por donde quiera que ando
Su recuerdo va conmigo
Llorando paso las noches
Paso las noches llorando
Para mí el sol no brilla
Entre sombras voy vagando
Señor, eterno Dios
Ante tu altar estoy aquí de hinojos
Ella se fue y yo quiero morirme
Perdonamos Señor y ruega por nosotros."
1950,1954,March,"""Ruega por nosotros""",Alberto Cervantes & Rubén Fuentes,"Señor, eterno Dios
Ante tu altar hoy vengo suplicante
A rogar por el alma de mi amada
Que la muerte tan cruel me arrebatara
Yo sé que tu poder es infinito
Que eres igual con pobres y con ricos
Y es por eso que en ti busco el consuelo
Para este corazón que está marchito
Si estoy dormido la sueño
Si estoy despierto la miro
Y por donde quiera que ando
Su recuerdo va conmigo
Llorando paso las noches
Paso las noches llorando
Para mí el sol no brilla
Entre sombras voy vagando
Señor, eterno Dios
Ante tu altar estoy aquí de hinojos
Ella se fue y yo quiero morirme
Perdonamos Señor y ruega por nosotros."
1950,1954,April,"""Cien años""",Alberto Cervantes & Rubén Fuentes,"Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti
Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti"
1950,1954,May,"""Cien años""",Alberto Cervantes & Rubén Fuentes,"Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti
Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti"
1950,1954,June,"""Cien años""",Alberto Cervantes & Rubén Fuentes,"Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti
Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti"
1950,1954,July,"""Cien años""",Alberto Cervantes & Rubén Fuentes,"Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti
Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti"
1950,1954,August,"""Cien años""",Alberto Cervantes & Rubén Fuentes,"Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti
Pasaste a mi lado
Con gran indiferencia
Tus ojos ni siquiera
Voltearon hacia mí
Te vi sin que me vieras
Te hablé sin que me oyeras
Y toda mi amargura
Se ahogó dentro de mí
Me duele hasta la vida
Saber que me olvidaste
Pensar que ni desprecios
Merezca, yo, de ti
Y, sin embargo, sigues
Unida a mi existencia
Y si vivo cien años
Cien años, pienso en ti"
